book_id,book_title,authors,tag_count,tags,blurb
19205672,Adam: God's Beloved,Henri J.M. Nouwen,22,"ars-moriendi, biography, catholic, death, disability, faith, friendship, genesis, gospels, hope, illness, memoir, nonfiction, old-testament, overcoming, restart, selfhelp, spirituality, suffering, testimonies, theology, to-read","In the final year before his death in 1996, Henri Nouwen set out to write a book about the Creed. His plans changed when he learned of the death of his friend Adam, a severely handicapped young man from the L'Arche Daybreak Community where Nouwen lived. In the story of Adam he found a way to describe his own understanding of the Gospel message. Adam could not speak or even move without assistance. Gripped by frequent seizures, he spent his life in obscurity. And yet, for Nouwen, Adam became ""my friend, my teacher, and my guide."" It was Adam who led Nouwen to a new understanding of his faith and what it means to be Beloved of God."
24933888,Ejercicios Espirituales,Ignatius of Loyola,22,"abandonment-in-god, catholic, classics, demons, devotional, discernment, faith, libricos, light-reading, limits, meditations, nonfiction, paradigms, practical, prayer, religion, retirement, saints, selfhelp, spain, spirituality, theology","«Los Ejercicios Espirituales de san Ignacio de Loyola son la aportación más profunda a la reforma de la Iglesia, la más original y la de mayor alcance hasta nuestros mismos días. Su intención profunda con este método fue contribuir a la regeneración evangélica, persona a persona, de los cristianos, papa incluido».<br /><br />San Ignacio de Loyola traduce en método para otros su propio camino interior y sistematiza una serie de Ejercicios que hay que realizar y una serie de<br />observaciones y prácticas para alimentar la disposición de quien ha de ejercitarse y la del que ha de ayudarle."
23451042,Amor y responsabilidad,Pope John Paul II,21,"anthropology, catholic, chastity, classics, courtship, emotional-relationships, faith, family, love, marriage, modesty, nonfiction, philosophy, popes, rating-number-top, rating-top, responsability, saint-john-paul-ii, sexuality, spirituality, to-read","Un clásico sobre el amor humano entendido como plenitud de las relaciones interpersonales del hombre y la mujer. Una edición definitiva traducida directamente del polaco. Juan Pablo II fue un enamorado del amor humano. Amor y responsabilidad es el fruto de su reflexión a partir de su trato con los jóvenes ""que me planteaban no tanto cuestiones sobre la existencia de Dios, como preguntas concretas sobre cómo vivir, sobre el modo de afrontar y resolver los problemas del amor y del matrimonio"". Por eso, responde a cuestiones como: ¿Qué es el amor? ¿Qué relación hay entre afectividad y sexualidad? ¿La castidad es una virtud positiva o un comportamiento represivo? ¿Qué es el pudor? ¿Tienen sentido las relaciones sexuales antes del matrimonio? Al mismo tiempo es un libro de gran originalidad y profundidad filosófica. Karol Wojtyla establece un nuevo paradigma para entender la sexualidad: integrarla en el marco de las relaciones interpersonales del hombre y de la mujer, regidas por la norma personalista, que establece que la única actitud adecuada ante la persona es el amor. La unión de un brillante planteamiento con una ejecución sólida ha convertido a esta obra en un clásico de la reflexión antropológica sobre el amor, imprescindible para quien desee entender los porqués de esa realidad tan exaltadora y existencial. La edición definitiva en español traducida directamente del polaco."
28485005,Who Shall Ascend the Mountain of the Lord?: A Biblical Theology of the Book of Leviticus (New Studies in Biblical Theology 37),L. Michael Morales,21,"bible, christianity, church, church-history, covenants-of-god, creation, faith, historical, israel, judaism, leviticus, mountaineering, nonfiction, old-testament, psalms, redemption, religion, series, space, theology, to-read","""Who shall ascend the mountain of the LORD?"" —Psalm 24:3<br /><br />In many ways, this is the fundamental question of Old Testament Israel’s cult—and, indeed, of life itself. How can creatures made from dust become members of God's household ""forever""? The question of ascending God's mountain to his house was likely recited by pilgrims on approaching the temple on Mount Zion during the annual festivals. This entrance liturgy runs as an undercurrent throughout the Pentateuch and is at the heart of its central book, Leviticus. Its dominating concern, as well as that of the rest of the Bible, is the way in which humanity may come to dwell with God. Israel's deepest hope was not merely a liturgical question, but a historical quest.<br /><br />Under the Mosaic covenant, the way opened up by God was through the Levitical cult of the tabernacle and later temple, its priesthood and rituals. The advent of Christ would open up a new and living way into the house of God—indeed, that was the goal of his taking our humanity upon himself, his suffering, his resurrection and ascension.<br /><br />In this stimulating volume in the New Studies in Biblical Theology, Michael Morales explores the narrative context, literary structure and theology of Leviticus. He follows its dramatic movement, examines the tabernacle cult and the Day of Atonement, and tracks the development from Sinai’s tabernacle to Zion’s temple—and from the earthly to the heavenly Mount Zion in the New Testament. He shows how life with God in the house of God was the original goal of the creation of the cosmos, and became the goal of redemption and the new creation.<br /><br />Addressing key issues in biblical theology, the works comprising New Studies in Biblical Theology are creative attempts to help Christians better understand their Bibles. The NSBT series is edited by D. A. Carson, aiming to simultaneously instruct and to edify, to interact with current scholarship and to point the way ahead."
30646532,Una Pena en Observacion,C.S. Lewis,21,"anguish, apologetics, catholic, death, doubt, faith, grief, hope, libricos, loneliness, loss, love, marriage, memoir, nonfiction, religion, restart, suffering, testimonies, theology, virtues","Esta obra es un lindo y resuelto testamento de cómo hasta un creyente incondicional puede perder el sentido de la vida, y de cómo puede gradualmente orientarse de nuevo<br />Escrito tras la trágica muerte de su amada esposa como una ma-nera de sobrevivir los “difíciles momentos de la medianoche”, Una Pena en Observación relata los más sinceros pensamientos deC. S. Lewis sobre los temas fundamentales de la vida, la muerte y la fe al sufrir una pérdida. Esta obra contiene sus más íntimas re-flexiones sobre esa etapa de su vida."
36543951,Mystery of the Magi: The Quest to Identify the Three Wise Men,Dwight Longenecker,21,"advent, archaeology, astrology, astronomy, catholic, christmas, church-history, exegesis, gospels, historical, israel, judaism, middle-east, mistery, monarchies, new-testament, nonfiction, profecies, religion, research, to-read","The Magi of nativity scenes are romanticized as well-dressed wisemen bringing gifts to Jesus. Traditional Christians tell of a miraculous star that guided exotic kings from Persia, India and Africa. Academics dismiss both accounts as no more than a pious legend.<br /><br />Who is right?<br /><br />In <em>The Mystery of the Magi</em>, Dwight Longenecker shows that all sides are wrong and the Magi were diplomats from Petra, the capital of the Nabatean kingdom of Arabia. Weaving together the history, politics and religion of first century Palestine, Longenecker makes his case with archeological evidence, modern technology, ancient texts, and a startling new discovery by a Spanish archeo-astronomer. Longenecker's re-assessment of the Magi tradition overturns established understandings of the New Testament and revolutionizes our reading of the Bible, and the implications demand a fresh examination of the historical roots of Christianity."
338259,Wife Mother & Mystic: Blessed Anna-Maria Taigi,,21,"beatific-visions, beatified, biography, blessings, catholic, dialogues-with-christ, france, gifts, italy, miracles, misticism, motherhood, not-available-on-kindle, ordinary-life, present, profecies, spirituality, to-read, virgin-mary, visions, women","The story of Blessed Anna-Maria Taigi, a woman singled out at the age of twenty-one, to receive revelations from Our Lord and the Blessed Mother, which continued until her death. In her visions she foresaw much of the political turmoil that took place during her life most significantly the French Revolution and subsequent weakening of the Church's temporal authority. She also read the state of souls, both living and dead. Despite these miraculous gifts, she was content to fulfill her station in life as the wife of a poor serving-man and the mother of seven children. Wife, Mother and Mystic chronicles the events of an extraordinary life and yet, the great lesson of this biography is not found in the extraordinary, but in this modest woman's constant, hidden ""striving after holiness"" in her most ordinary tasks."
11883253,Wish You Were Here: Travels Through Loss and Hope,Amy Welborn,21,"catholic, emotional-relationships, faith, grief, hope, italy, loss, meditations, memoir, ordinary-life, pilgrimages, restart, romance, suffering, testimonies, to-read, travel, truth, virtues, widowhood, women","In an intensely personal memoir about what’s really important in our lives, Amy Welborn chronicles her journey to Sicily with three of her children five months after her husband’s sudden death from a heart attack. Wish You Were Here: Travels Through Loss and Hope (Image Books, February 7, 2012) is the story of how Amy traveled through city and countryside, small towns and ancient ruins, and along the way discovered unexpected doors of memory and reflection. This observant memoir and travelogue is deeply personal, yet speaks to universal experiences of love and regret. <br /><br />From Trapini to Siracusa, Amy’s narrative asks questions about how we fill the empty places that a loved one leaves behind. Against the backdrop of cathedrals and piazzas, Wish You Were Here testifies to the truth that love is stronger than death."
25857625,Uniformity with God's Will,Alfonso María de Liguori,20,"001-ladder-top, abandonment-in-god, acceptance, anguish, anxiety, catholic, classics, devotional, faith, illness, inner-peace, light-reading, nonfiction, not-available-on-kindle, rating-top, spirituality, suffering, theology, to-read, will","The way to perfection is simple—to unite one’s will with God’s, putting into action the prayer “Thy will be done.” In this precious booklet, St. Alphonsus Ligouri explains the importance of conforming one’s will to God’s and how to do so; how to gain peace of mind and serenity by trusting in God, accepting what He wills for our lives and following His commands."
20351091,Hildegard von Bingen's Physica: The Complete English Translation of Her Classic Work on Health and Healing,Hildegard of Bingen,20,"botany, catholic, classics, gastronomy, healing, health, historical, history, libricos, medieval, nonfiction, nuns, nutrition, reference, religion, science, spirituality, theraphy, to-read, women","_Physica_ has a strong affinity with the Eastern medical approaches gaining great respect today. The modern reader interested in natural healing will recognize the enormous truth in the theories of this 12th-century physician, which remind us that our cures for illness depend on our natural world and our place in it."
57507287,The Well Of Life,,20,"abandonment-in-god, christ, christianity, dialogues-with-christ, emotional-relationships, faith, gospels, holiness, hope, marriage, meditations, new-testament, not-available-on-kindle, repentance, salvation, samaritan-woman-of-sychar, thirst, to-read, waters, women","This book leads the reader to understand in a deeper way the meaning of the unusual encounter between Jesus and the Samaritan woman at Jacobs’ well. It starts in a casual conversation between a thirsty traveler and a woman engaged in the ordinary work of drawing water from the town well. From her questions about the “living water” that the Lord tries to explain, her soul’s blind and ignorant condition is only penetrated by Jesus’ straightforward questioning about her married life. In her sincerity she freely admits the truth. In short order she enthusiastically reaches out to her entire village, bringing them rushing to the feet of Christ and to their conversion to his message of universal salvation. <br /><br />Chevrot adds further commentary and details which show that something extraordinarily new is taking place. Sinful but repentant people, not only the faithful and justified, are now also entrusted with spreading the new kingdom of Christ. In other words, everyone is called to holiness. Salvation is not only for the just, but also for the world’s low lifes. The book’s 24 chapters tackle prejudice, of what use is religion, not being scandalized, confession of sins, Christian obedience, optimism, witnessing in ordinary circumstances to Christ, and the experience of faith and how it changes peoples and societies. <br /><br />Originally translated from French and published in English by Scepter in the 1950s. This book is newly edited and released again after an absence of 60 years."
59041020,Peace Is a Practice: An Invitation to Breathe Deep and Find a New Rhythm for Life,,20,"anxiety, art-of, audiobooks, beauty, christianity, faith, grief, identity, inner-peace, lifestyle, meaning-of-life, memoir, mental-health, nonfiction, overcoming, poetry, present, rest, selfhelp, to-read","<strong>When you breathe in all the grace available to you and release everything that is outside of your control, you'll discover peace that surpasses your circumstances. All it takes is practice.</strong><br /><br />If you feel overwhelmed with anxiety about the future, you're far from alone. For many of us, when we're not worrying about what is to come, we find ourselves wrestling with things from the past. Where does that leave us today?<br /><br />Morgan Harper Nichols has learned the answer to this question. She has examined stories from her own life and the lives of people around the world and noticed a common thread: we all long for peace. We're all seeking light and life. But these things don't happen passively. <em>Peace Is a Practice</em> invites you to become a peacemaker in your own life, starting right where you are, and in some of the most unexpected places. As these words and images inspire you to take daily steps toward peace, you'll uncover the key to:<br /><br /><br />Embracing the beauty of the present<br />Letting go of regret of the past and fear of the future<br />Developing a path toward meaning and authenticity<br />Approaching life's challenges with faith and a calm confidence<br />Feeling peace even in the midst of uncertainty or difficult times <br />In every moment, there is something as deep and boundless as a winding river waiting to be found--a true peace that flows, beckoning you to rest . . . and be still."
2991502,The Priesthood Of The Heart: Woman's Unique Vocation,,20,"beauty, catholic, church, france, heart, home, identity, lifestyle, light-reading, not-available-on-kindle, nuns, priesthood, religion, selfhelp, society, spirituality, to-read, vatican, vocation, women",""" L'heure vient, l'heure est venue où la vocation de la femme s'accomplit en plénitude... "" (Vatican II).<br />Simplement, chaleureusement, humblement, une femme s'adresse ici à des femmes. Elle leur confie ce qu'elle a pu partager oralement à des milliers d'entre elles en entretien ou lors de conférences. Beaucoup ont été éclairées, pour vivre d'une façon nouvelle et pleine la spécificité et la beauté de leur identité propre, et prendre ainsi leur vraie place dans leur foyer, dans l'Eglise et dans la société. Elle les invite à réaliser ce que chacune est appelée à être : fille de Dieu, épouse du Christ, mère des hommes, de l'humanité."
19366603,"An Examination of the Testimony of the Four Evangelists, by the Rules of Evidence administered in Courts of Justice",,19,"christianity, church-history, gospels, history, justice, law, lent, leyes, new-testament, nonfiction, passion-of-christ, religion, research, resurrection, silence, singlehood, testimonies, theology, to-read",This book was converted from its physical edition to the digital format by a community of volunteers. You may find it for free on the web. Purchase of the Kindle edition includes wireless delivery.
19710522,Crossing the Threshold of Hope,Pope John Paul II,19,"bestseller, catholic, christianity, classics, doctrine, faith, god-exists, hope, humility, inspirational, nonfiction, philosophy, religion, saint-john-paul-ii, salvation, spirituality, suffering, theology, to-read","A great international bestseller, the book in which, on the eve of the millennium, Pope John Paul II brings to an accessible level the great theological concerns of our lives. He goes to the heart of his personal beliefs and speaks with passion about the existence of God; about the dignity of man; about pain, suffering, and evil; about eternal life and the meaning of salvation; about hope; about the relationship of Christianity to other faiths and of Catholicism to other branches of the Christian faith.<br /><br />With the humility and generosity of spirit for which he is known, John Paul II speaks directly and forthrightly to all people.<br /><br />His "
24932034,La gravedad y la gracia,Simone Weil,19,"001-ladder-top, classics, essays, france, grace, love, miex, misfortune, nonfiction, philosophy, psychological-cores, religion, science, spirituality, suffering, theology, to-read, women, words","Esta obra constituye una antología de textos de la filósofa francesa Simone Weil, la mayor pensadora del amor y la desgracia del siglo XX. A lo largo de su breve existencia, Simone trató de encontrar el nexo de unión entre los modos de participación de la gracia divina en el mundo y las leyes que lo dominan, entre la perfección divina y la desgracia de los hombres. Para Weil la ciencia debía perseguir hacer el bien y no ansiar el poder como instrumento para la opresión humana."
6029934,El Taller del Orfebre,Pope John Paul II,19,"catholic, courtship, drama, emotional-relationships, fiction, hope, love, marriage, not-available-on-kindle, poetry, popes, recommended, religion, restart, roles, saint-john-paul-ii, spirituality, theatre, to-read","Love is ""one of the greatest dramas of human existence,"" writes Pope John Paul II. In this illuminating three-act play--here in the only English translation authorized by the Vatican--he explores relationships between men and women, the joys--and the pain--of love and marriage.<br /><br />The action unfolds in two settings at once: a street in a small town, outside the local jeweler's shop (people go to buy their wedding rings there), and the mysterious inner landscape of personal hopes and fears, loves and longings. Each act focuses on a different couple: the first happily planning their wedding, the second long-married and unhappy, the third about to marry but full of doubts. Writing with power and understanding about a love that survives the grave, a love that has withered and died, a love budding out of complexes and insecurities, the Pope addresses such fundamental human concerns as: What does it mean to fall in love? When do we know that a love is real--and can it last? If it dies, how do we go on living--and loving again? There are no easy answers, and there is no happy ending--such is the nature of men and women, and such is the nature of love--but there is hope, if we only acknowledge our need and accept the risks of a deep and lasting commitment.<br /><br />This is a play full of wisdom on a subject of great relevance to all, and it provides a special insight into the thoughts of the man who, like no other, has captured the imagination of people of all faiths throughout the world. The Jeweler's Shop has been made into a full-length movie now available on video.<br /><br />Karol Wojtyla--Pope John Paul II--has long been involved with the theater. As a student of literature, then priest, bishop and archbishop, he acted, directed, wrote dramatic criticism, made a Polish translation of Sophocles' Oedipus Rex, and has authored six plays."
6402127,Divine Intimacy,Gabriel of St. Mary Magdalen,19,"bible, carmelites, catholic, classics, devotional, dogmas, eucharist, meditations, monks, nonfiction, prayer, rating-number-top, rating-top, reference, religion, saint-matthew, spirituality, theology, to-read","Spirit and Life: Interpreting the Bible in Ordinary Time is the newest book by well-known and respected scholar and author Scott Hahn. Published by Emmaus Road, these nine essays provide fresh insights into important biblical themes. Topics in this volume include:<br /><br />Scripture as God’s symphony <br />Pope Benedict’s Scripture-based teaching on the person and prayer of Jesus <br />The connection of Scripture, liturgy, and the Church <br />The “liturgical sense” of God’s Word <br />The theme of fulfillment in Matthew’s Gospel <br />Church authority within a scriptural context <br />A biblical approach to the “Pentecostal” phenomena <br />A paradox? Christ as Majestic Judge vs. Christ as the Lamb<br /><br />Hahn shows that Scripture is not a dead letter but rather a great, living gift from God. Indeed, it is “spirit and life” to those who will unwrap and embrace it. Spirit and Life: Interpreting the Bible in Ordinary Time provides the reader with a greater appreciation of the Living Word.<br />"
